Artwork,Medium,Culture,Period,Provenance,Image Location,War-Gear,Context,Wielder,Description 1,Description 2,Description 3,Description 4,Held 1,Held 2,Notes
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 4,Spear,P (H),Man,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 4,Spear,P (H),Man,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Cotton Cleopatra C.VIII: Prudentius, Psychomachia",Illuminated Manuscript,Anglo-Saxon,900-1100,"Canterbury, Christ Church",Folio 31v,Spear,V,Fem (P),SLS,BB,n/a,n/a,Bth,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 5,Sword,V,W?,TLP,CG,CG?,Full,R,Hzt,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 5,Spear,V,W?,SLS,n/v,n/v,n/a,R,Rev,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 5,Spear,V,W?,SLS,n/v,n/v,n/a,Bth,Rev,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 5,Spear,P (H),Xtn (A),SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 5,Spear,V,Man,SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 5,Spear,P (H),Man,SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 5,Spear,P (H),Man,SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 5,Spear,P (H),Man,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 5,Spear,P (H),Man,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 5,Spear,P (H),Man,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6,Spear,V,Man,SLS,n/v,n/v,n/a,Bth,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6,Spear,V,Man,SLS,n/v,n/v,n/a,Bth,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6v,Spear,R,Xtn (G),ThS,n/v,n/v,n/a,R,Vtl,Presented
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6v,Spear,V,Xtn (A),SLS,n/v,n/v,n/a,R,Rev,Lge proportion
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6v,Spear,V,W,SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6v,Spear,V,W,SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6v,Spear,V,W,SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6v,Spear,V,W,SLS,LB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6v,Spear,V,W,SLS,LB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 6v,Spear,V,W,SLS,LB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Detailed lugs
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Detailed lugs
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Detailed lugs
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Detailed lugs
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Detailed lugs
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Detailed lugs
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Detailed lugs
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Detailed lugs
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Detailed lugs
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Detailed lugs
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,Detailed lugs
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7,Spear,V,W,SLS,LB,Lug,n/a,n/v,Up,Curling lugs
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7v,Sword,Ent,El (R),n/v,SG,n/v,n/a,Bth,Hzt,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7v,Sword,P (H),El (Ret?),TLP,CG,CG,n/a,R,Up,Lge proportion
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7v,Sword,P (H),El (Ret?),TLP,CG,CG,n/a,R,Rev,Lge proportion
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7v,Sword,V,W?,TLP,SG,SG,n/a,R,HFwd,Lge proportion
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7v,Spear,V,W?,SLS,n/v,n/v,n/a,Bth,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7v,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Spear-banner; blue outline
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7v,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Spear-banner; blue outline
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 7v,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Spear-banner; blue outline
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Sword,V,Xtn (A),TLP,CG,CG,n/a,L,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,n/a,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,n/a,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,LB,Lug,n/a,L,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,LB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,LB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,LB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,LB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,LB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,LB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 8v,Spear,V,W,SLS,LozB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Xtn (BF),SLS,BB,Lug,n/a,L,Up,Elab lugs
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,W,SLS,BB,Lug,n/a,L,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Xtn (A),SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Xtn (A),SLS,BB,Lug,n/a,R,Rev,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Xtn (A),SLS,BB,Lug,n/a,L,Rev,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Xtn (A),SLS,BB,Lug,n/a,L,Rev,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Xtn (A),SLS,BB,Lug,n/a,R,Rev,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Xtn (A),SLS,BB,Lug,n/a,L,Rev,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Xtn (A),SLS,BB,Lug,n/a,L,Rev,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Xtn (A),SLS,BB,Lug,n/a,R,Rev,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Xtn (A),SLS,BB,Lug,n/a,L,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Xtn (A),SLS,BB,Lug,n/a,L,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Man,SLS,BB,Lug,n/a,R,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Man,SLS,BB,Lug,n/a,R,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Man,SLS,BB,Lug,n/a,R,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,Man,SLS,BB,Lug,n/a,Bth,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,None,SLS,BB,n/a,n/a,n/a,Rev,Wounding
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,None,SLS,BB,n/a,n/a,n/a,Rev,Wounding
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,None,SLS,BB,n/a,n/a,n/a,Rev,Wounding
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 9,Spear,V,None,SLS,BB,Lug,n/a,n/a,Rev,Wounding
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 10v,Spear,P (H),XO (My),SLS,LB,Lug,n/a,L,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,P (H),Xtn (BF),SLS,LB,Lug,n/a,R,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,P (H),W,SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,P (H),W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,P (H),W,SLS,BB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,P (H),W,SLS,BB,n/a,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,P (H),W,SLS,BB,n/a,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,P (H),W,SLS,BB,n/a,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,P (H),W,SLS,LB,n/a,n/a,L,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,P (H),W,SLS,LB,n/a,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,P (H),W,SLS,LB,n/a,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,P (H),W,SLS,LB,Lug,n/a,n/v,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,V,W,SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,V,W,SLS,LB,Lug,n/a,R,Rev,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,V,None,SLS,BB,Lug,n/a,n/a,Hzt,"Discarded, broken"
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 11,Spear,V,None,SLS,LB,Lug,n/a,n/a,Hzt,Discarded
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 13,Spear,V,Man,SLS,BB,Lug,n/a,R,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 13,Spear,V,Man,SLS,BB,Lug,n/a,R,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 13,Spear,V,Man,SLS,BB,Lug,n/a,R,HFwd,
